recoding_id;date;CH4;CO;NO;NO_2;O_3;PM10;PM25;SO_2;station
1726;15/01/18 10:00;1.55999994277954;1.399999976158140;305;134;4;24;18;8;1
1727;15/01/18 10:00;;0.899999976158142;136;67;1;27;;12;2
1728;15/01/18 10:00;1.20000004768371;0.400000005960464;57;28;1;14;12;5;3
1729;15/01/18 10:00;1.37000000476837;;218;119;;35;;;4
1730;15/01/18 10:00;;0.699999988079071;153;84;2;23;17;;5
1731;15/01/18 11:00;1.54999995231628;1.299999952316280;227;119;5;47;40;11;1
1732;15/01/18 11:00;;0.600000023841857;72;62;6;40;;10;2
1733;15/01/18 11:00;1.19000005722045;0.400000005960464;61;38;2;14;10;5;3
1734;15/01/18 11:00;1.40999996662139;;82;89;;36;;;4
1735;15/01/18 11:00;;0.699999988079071;134;91;7;28;19;;5
1736;15/01/18 12:00;1.51999998092651;0.899999976158142;;;;41;30;7;1
1737;15/01/18 12:00;;0.500000000000000;56;65;16;39;;13;2
1738;15/01/18 12:00;1.15999996662139;0.400000005960464;45;56;15;13;9;6;3
1739;15/01/18 12:00;1.33000004291534;;57;68;;27;;;4
1740;15/01/18 12:00;;0.500000000000000;95;87;14;35;22;;5
1741;15/01/18 13:00;1.50999999046325;0.699999988079071;123;97;;34;24;6;1
1742;15/01/18 13:00;;0.400000005960464;63;77;17;17;;16;2
1743;15/01/18 13:00;1.15999996662139;0.400000005960464;50;67;18;21;16;6;3
1744;15/01/18 13:00;1.23000001907348;;42;60;;19;;;4
1745;15/01/18 13:00;;;108;101;15;30;19;;5
1746;15/01/18 14:00;1.53999996185302;0.500000000000000;76;83;17;21;14;6;1
1747;15/01/18 14:00;;0.400000005960464;47;64;23;35;;19;2
1748;15/01/18 14:00;1.14999997615814;0.400000005960464;46;62;23;28;20;6;3
1749;15/01/18 14:00;1.44000005722045;;34;59;;22;;;4
1750;15/01/18 14:00;;0.400000005960464;77;80;22;30;20;;5
1751;15/01/18 15:00;1.42999994754791;0.400000005960464;46;67;25;20;13;6;1
1752;15/01/18 15:00;;0.400000005960464;10;29;37;40;;10;2
1753;15/01/18 15:00;1.11000001430511;0.200000002980232;5;17;53;18;12;4;3
1754;15/01/18 15:00;1.25999999046325;;42;68;;31;;;4
1755;15/01/18 15:00;;0.300000011920928;30;44;43;23;14;;5
1756;15/01/18 16:00;1.40999996662139;0.400000005960464;28;50;34;18;13;5;1
1757;15/01/18 16:00;;0.300000011920928;9;30;45;46;;2;2
1758;15/01/18 16:00;1.11000001430511;0.200000002980232;2;8;63;8;6;4;3
1759;15/01/18 16:00;1.21000003814697;;20;54;;33;;;4
1760;15/01/18 16:00;;0.400000005960464;25;38;44;15;10;;5
1761;15/01/18 17:00;1.40999996662139;0.400000005960464;32;55;31;12;8;5;1
1762;15/01/18 17:00;;0.300000011920928;8;30;45;15;;1;2
1763;15/01/18 17:00;1.11000001430511;0.200000002980232;3;15;56;9;7;4;3
1764;15/01/18 17:00;1.20000004768371;;14;47;;23;;;4
1765;15/01/18 17:00;;0.300000011920928;21;33;50;16;11;;5
1766;15/01/18 18:00;1.42999994754791;0.400000005960464;42;69;23;15;10;5;1
1767;15/01/18 18:00;;0.300000011920928;7;40;37;11;;1;2
1768;15/01/18 18:00;1.12000000476837;0.200000002980232;1;16;55;8;6;4;3
1769;15/01/18 18:00;1.21000003814697;;10;54;;22;;;4
1770;15/01/18 18:00;;0.300000011920928;29;53;35;14;9;;5
1771;15/01/18 19:00;1.42999994754791;0.500000000000000;56;90;10;17;11;5;1
1772;15/01/18 19:00;;0.400000005960464;11;63;18;11;;2;2
1773;15/01/18 19:00;1.12000000476837;0.200000002980232;1;27;39;5;3;3;3
1774;15/01/18 19:00;1.22000002861022;;18;76;;19;;;4
1775;15/01/18 19:00;;0.400000005960464;53;84;11;16;9;;5
1776;15/01/18 20:00;1.44000005722045;0.600000023841857;59;89;10;16;10;5;1
1777;15/01/18 20:00;;0.400000005960464;12;71;14;11;;2;2
1778;15/01/18 20:00;1.12000000476837;0.200000002980232;1;46;22;11;8;3;3
1779;15/01/18 20:00;1.22000002861022;;24;84;;20;;;4
1780;15/01/18 20:00;;0.400000005960464;62;99;6;24;15;;5
1781;15/01/18 21:00;1.44000005722045;0.600000023841857;55;92;8;16;10;5;1
1782;15/01/18 21:00;;0.400000005960464;13;69;15;12;;2;2
1783;15/01/18 21:00;1.11000001430511;0.200000002980232;1;31;34;10;7;3;3
1784;15/01/18 21:00;1.29999995231628;;62;99;;22;;;4
1785;15/01/18 21:00;;0.600000023841857;156;128;1;28;14;;5
1786;15/01/18 22:00;1.45000004768371;0.600000023841857;46;95;6;11;6;5;1
1787;15/01/18 22:00;;0.300000011920928;6;55;27;10;;2;2
1788;15/01/18 22:00;1.11000001430511;0.200000002980232;1;39;28;8;6;3;3
1789;15/01/18 22:00;1.35000002384185;;94;102;;26;;;4
1790;15/01/18 22:00;;0.400000005960464;29;80;12;29;15;;5
1791;15/01/18 23:00;1.44000005722045;0.500000000000000;27;78;14;7;3;4;1
1792;15/01/18 23:00;;0.400000005960464;7;61;19;9;;2;2
1793;15/01/18 23:00;1.12000000476837;0.200000002980232;1;39;27;7;5;4;3
1794;15/01/18 23:00;1.25999999046325;;85;99;;27;;;4
1795;15/01/18 23:00;;0.300000011920928;19;54;26;16;11;;5
1796;16/01/18 00:00;1.44000005722045;0.400000005960464;16;64;17;9;6;4;1
1797;16/01/18 00:00;;0.400000005960464;11;67;10;7;;2;2
1798;16/01/18 00:00;1.12000000476837;0.200000002980232;1;34;30;8;6;4;3
1799;16/01/18 00:00;1.41999995708465;;146;106;;26;;;4
1800;16/01/18 00:00;;0.300000011920928;48;79;9;16;10;;5
1801;16/01/18 01:00;1.44000005722045;0.300000011920928;5;45;27;11;9;4;1
1802;16/01/18 01:00;;0.300000011920928;4;52;16;10;;2;2
1803;16/01/18 01:00;1.12000000476837;0.200000002980232;1;23;37;6;4;4;3
1804;16/01/18 01:00;1.47000002861022;;141;97;;28;;;4
1805;16/01/18 01:00;;0.300000011920928;28;64;13;15;9;;5
1806;16/01/18 02:00;1.44000005722045;0.300000011920928;10;52;19;8;7;3;1
1807;16/01/18 02:00;;0.400000005960464;7;55;11;12;;2;2
1808;16/01/18 02:00;1.11000001430511;0.200000002980232;1;11;45;7;5;3;3
1809;16/01/18 02:00;1.32000005245208;;87;80;;25;;;4
1810;16/01/18 02:00;;0.400000005960464;23;58;13;13;9;;5
1811;16/01/18 03:00;1.46000003814697;0.300000011920928;11;48;21;7;5;4;1
1812;16/01/18 03:00;;0.300000011920928;5;41;19;10;;1;2
1813;16/01/18 03:00;1.12000000476837;0.200000002980232;1;10;42;3;2;4;3
1814;16/01/18 03:00;1.55999994277954;;36;66;;23;;;4
1815;16/01/18 03:00;;0.300000011920928;18;61;6;12;7;;5
1816;16/01/18 04:00;1.47000002861022;0.300000011920928;5;41;23;11;4;4;1
1817;16/01/18 04:00;;0.300000011920928;3;39;19;5;;1;2
1818;16/01/18 04:00;1.12000000476837;0.200000002980232;1;5;46;7;5;4;3
1819;16/01/18 04:00;1.79999995231628;;14;56;;16;;;4
1820;16/01/18 04:00;;0.300000011920928;19;57;6;11;7;;5
1821;16/01/18 05:00;1.46000003814697;0.300000011920928;8;41;22;7;5;3;1
1822;16/01/18 05:00;;0.400000005960464;15;61;1;8;;2;2
1823;16/01/18 05:00;1.17999994754791;0.200000002980232;1;30;20;6;4;4;3
1824;16/01/18 05:00;1.63999998569488;;17;54;;15;;;4
1825;16/01/18 05:00;;0.300000011920928;48;69;1;14;9;;5
1826;16/01/18 06:00;1.46000003814697;0.300000011920928;17;50;17;7;6;3;1
1827;16/01/18 06:00;;0.400000005960464;21;60;1;11;;2;2
1828;16/01/18 06:00;1.14999997615814;0.200000002980232;1;21;26;9;7;3;3
1829;16/01/18 06:00;1.49000000953674;;53;62;;15;;;4
1830;16/01/18 06:00;;0.500000000000000;93;81;1;15;10;;5
1831;16/01/18 07:00;1.49000000953674;0.300000011920928;42;65;9;8;6;4;1
1832;16/01/18 07:00;;0.400000005960464;30;50;1;12;;2;2
1833;16/01/18 07:00;1.19000005722045;0.200000002980232;1;28;5;5;4;3;3
1834;16/01/18 07:00;1.48000001907348;;70;64;;17;;;4
1835;16/01/18 07:00;;0.500000000000000;116;81;1;18;13;;5
1836;16/01/18 08:00;1.97000002861022;1.100000023841850;185;101;3;12;10;6;1
1837;16/01/18 08:00;;0.699999988079071;72;62;1;15;;4;2
1838;16/01/18 08:00;1.25999999046325;0.300000011920928;1;35;1;7;6;3;3
1839;16/01/18 08:00;1.50000000000000;;96;70;;22;;;4
1840;16/01/18 08:00;;0.699999988079071;127;84;1;17;13;;5
1841;16/01/18 09:00;2.09999990463256;1.700000047683710;270;124;3;20;14;7;1
1842;16/01/18 09:00;;0.800000011920929;121;67;1;21;;6;2
1843;16/01/18 09:00;1.26999998092651;0.300000011920928;20;37;1;11;10;4;3
1844;16/01/18 09:00;1.45000004768371;;170;94;;26;;;4
1845;16/01/18 09:00;;0.899999976158142;167;92;1;27;19;;5
1846;16/01/18 10:00;1.96000003814697;1.700000047683710;245;120;4;26;19;7;1
1847;16/01/18 10:00;;0.800000011920929;152;76;1;27;;7;2
1848;16/01/18 10:00;1.27999997138977;0.300000011920928;45;34;1;14;12;5;3
1849;16/01/18 10:00;1.42999994754791;;156;91;;33;;;4
1850;16/01/18 10:00;;0.899999976158142;194;104;2;33;23;;5
1851;16/01/18 11:00;1.71000003814697;1.000000000000000;148;101;7;31;23;8;1
1852;16/01/18 11:00;;0.600000023841857;123;79;6;33;;8;2
1853;16/01/18 11:00;1.45000004768371;0.600000023841857;129;72;1;23;20;8;3
1854;16/01/18 11:00;1.33000004291534;;61;60;;33;;;4
1855;16/01/18 11:00;;0.600000023841857;141;99;6;37;25;;5
1856;16/01/18 12:00;1.63999998569488;0.600000023841857;98;86;12;33;24;7;1
1857;16/01/18 12:00;;0.400000005960464;75;67;12;28;;7;2
1858;16/01/18 12:00;1.40999996662139;0.400000005960464;75;68;8;36;25;7;3
1859;16/01/18 12:00;1.37000000476837;;85;70;;32;;;4
1860;16/01/18 12:00;;0.500000000000000;77;72;14;37;24;;5
1861;16/01/18 13:00;2.15000009536743;0.500000000000000;86;77;14;28;18;6;1
1862;16/01/18 13:00;;0.400000005960464;59;62;14;27;;6;2
1863;16/01/18 13:00;1.72000002861022;0.400000005960464;55;61;12;32;22;6;3
1864;16/01/18 13:00;1.32000005245208;;88;73;;39;;;4
1865;16/01/18 13:00;;0.400000005960464;81;73;16;33;20;;5
1866;16/01/18 14:00;1.79999995231628;0.500000000000000;70;71;18;26;17;6;1
1867;16/01/18 14:00;;0.400000005960464;42;53;19;32;;5;2
1868;16/01/18 14:00;1.47000002861022;0.300000011920928;44;54;14;34;22;6;3
1869;16/01/18 14:00;1.50999999046325;;44;59;;44;;;4
1870;16/01/18 14:00;;0.400000005960464;;;18;36;22;;5
1871;16/01/18 15:00;1.54999995231628;0.400000005960464;48;62;22;27;19;6;1
1872;16/01/18 15:00;;0.400000005960464;38;55;22;27;;5;2
1873;16/01/18 15:00;1.25000000000000;0.300000011920928;34;50;20;34;21;6;3
1874;16/01/18 15:00;1.35000002384185;;38;57;;38;;;4
1875;16/01/18 15:00;;0.400000005960464;65;71;15;37;22;;5
1876;16/01/18 16:00;1.44000005722045;0.400000005960464;32;55;27;23;16;6;1
1877;16/01/18 16:00;;0.300000011920928;20;41;34;21;;4;2
1878;16/01/18 16:00;1.16999995708465;0.300000011920928;22;43;27;30;19;6;3
1879;16/01/18 16:00;1.30999994277954;;19;44;;36;;;4
1880;16/01/18 16:00;;0.300000011920928;42;57;23;32;19;;5
1881;16/01/18 17:00;1.41999995708465;0.400000005960464;36;64;26;18;13;5;1
1882;16/01/18 17:00;;0.300000011920928;11;39;35;13;;2;2
1883;16/01/18 17:00;1.12999999523162;0.200000002980232;7;25;43;21;15;5;3
1884;16/01/18 17:00;1.34000003337860;;13;45;;29;;;4
1885;16/01/18 17:00;;0.300000011920928;24;48;29;18;11;;5
1886;16/01/18 18:00;1.42999994754791;0.600000023841857;95;94;10;20;12;6;1
1887;16/01/18 18:00;;0.400000005960464;14;52;25;11;;2;2
1888;16/01/18 18:00;1.12000000476837;0.200000002980232;1;18;48;9;6;4;3
1889;16/01/18 18:00;1.39999997615814;;20;65;;27;;;4
1890;16/01/18 18:00;;0.400000005960464;37;67;17;23;15;;5
1891;16/01/18 19:00;1.42999994754791;0.699999988079071;74;94;6;22;11;5;1
1892;16/01/18 19:00;;0.400000005960464;18;65;13;11;;2;2
1893;16/01/18 19:00;1.12000000476837;0.200000002980232;1;25;39;12;9;4;3
1894;16/01/18 19:00;1.24000000953674;;81;91;;31;;;4
1895;16/01/18 19:00;;0.699999988079071;109;102;3;27;16;;5
1896;16/01/18 20:00;1.45000004768371;0.699999988079071;92;96;6;17;9;5;1
1897;16/01/18 20:00;;0.400000005960464;16;66;9;13;;2;2
1898;16/01/18 20:00;1.12999999523162;0.200000002980232;1;31;28;11;8;4;3
1899;16/01/18 20:00;1.25000000000000;;126;102;;31;;;4
1900;16/01/18 20:00;;0.600000023841857;118;108;1;36;22;;5
1901;16/01/18 21:00;1.48000001907348;0.699999988079071;86;95;4;19;11;5;1
1902;16/01/18 21:00;;0.400000005960464;17;68;8;15;;2;2
1903;16/01/18 21:00;1.13999998569488;0.300000011920928;2;51;8;14;11;4;3
1904;16/01/18 21:00;1.49000000953674;;110;98;;34;;;4
1905;16/01/18 21:00;;0.600000023841857;103;101;1;32;21;;5
1906;16/01/18 22:00;1.49000000953674;0.800000011920929;87;95;3;17;11;5;1
1907;16/01/18 22:00;;0.400000005960464;24;71;5;15;;2;2
1908;16/01/18 22:00;1.12999999523162;0.300000011920928;1;45;11;13;10;4;3
1909;16/01/18 22:00;1.35000002384185;;103;95;;33;;;4
1910;16/01/18 22:00;;0.699999988079071;95;98;1;31;21;;5
1911;16/01/18 23:00;1.46000003814697;0.800000011920929;68;83;5;16;11;4;1
1912;16/01/18 23:00;;0.300000011920928;8;41;22;16;;2;2
1913;16/01/18 23:00;1.12999999523162;0.200000002980232;1;22;28;12;10;4;3
1914;16/01/18 23:00;1.47000002861022;;151;102;;32;;;4
1915;16/01/18 23:00;;0.500000000000000;50;69;9;30;21;;5
1916;17/01/18 00:00;1.41999995708465;0.500000000000000;21;54;19;15;12;4;1
1917;17/01/18 00:00;;0.300000011920928;9;36;29;11;;2;2
1918;17/01/18 00:00;1.11000001430511;0.200000002980232;1;14;37;12;10;4;3
1919;17/01/18 00:00;1.50000000000000;;173;100;;42;;;4
1920;17/01/18 00:00;;0.400000005960464;35;63;4;16;12;;5
1921;17/01/18 01:00;1.38999998569488;0.300000011920928;6;35;35;6;5;4;1
1922;17/01/18 01:00;;0.200000002980232;2;11;49;6;;2;2
1923;17/01/18 01:00;1.09000003337860;0.100000001490116;1;1;62;6;5;3;3
1924;17/01/18 01:00;1.50000000000000;;117;82;;41;;;4
1925;17/01/18 01:00;;0.200000002980232;10;33;29;14;11;;5
1926;17/01/18 02:00;1.37999999523162;0.200000002980232;4;24;47;1;1;4;1
1927;17/01/18 02:00;;0.200000002980232;1;5;58;1;;1;2
1928;17/01/18 02:00;1.09000003337860;0.100000001490116;1;1;64;3;2;3;3
1929;17/01/18 02:00;1.47000002861022;;63;63;;30;;;4
1930;17/01/18 02:00;;0.200000002980232;2;9;54;6;5;;5
1931;17/01/18 03:00;1.37999999523162;0.200000002980232;3;23;47;2;1;4;1
1932;17/01/18 03:00;;0.200000002980232;1;5;59;2;;1;2
1933;17/01/18 03:00;1.09000003337860;0.100000001490116;1;1;65;3;3;3;3
1934;17/01/18 03:00;1.45000004768371;;76;60;;31;;;4
1935;17/01/18 03:00;;0.100000001490116;2;8;55;3;2;;5
1936;17/01/18 04:00;1.37999999523162;0.200000002980232;7;27;42;4;3;4;1
1937;17/01/18 04:00;;0.200000002980232;1;7;54;2;;1;2
1938;17/01/18 04:00;1.08000004291534;0.100000001490116;1;1;64;4;4;3;3
1939;17/01/18 04:00;1.53999996185302;;98;56;;29;;;4
1940;17/01/18 04:00;;0.200000002980232;2;14;48;5;4;;5
1941;17/01/18 05:00;1.37999999523162;0.200000002980232;4;23;46;2;1;4;1
1942;17/01/18 05:00;;0.200000002980232;2;5;59;1;;1;2
1943;17/01/18 05:00;1.09000003337860;0.100000001490116;1;1;63;4;3;3;3
1944;17/01/18 05:00;1.52999997138977;;49;46;;31;;;4
1945;17/01/18 05:00;;0.200000002980232;3;14;53;2;1;;5
1946;17/01/18 06:00;1.53999996185302;0.300000011920928;13;39;32;2;2;4;1
1947;17/01/18 06:00;;0.200000002980232;2;21;39;1;;1;2
1948;17/01/18 06:00;1.20000004768371;0.200000002980232;1;24;31;2;2;3;3
1949;17/01/18 06:00;1.52999997138977;;34;48;;25;;;4
1950;17/01/18 06:00;;0.200000002980232;4;25;39;3;2;;5
1951;17/01/18 07:00;1.67999994754791;0.400000005960464;66;67;3;17;16;5;1
1952;17/01/18 07:00;;0.400000005960464;17;54;2;10;;1;2
1953;17/01/18 07:00;1.29999995231628;0.300000011920928;3;46;1;10;9;3;3
1954;17/01/18 07:00;1.50999999046325;;101;64;;19;;;4
1955;17/01/18 07:00;;0.500000000000000;81;76;1;14;12;;5
1956;17/01/18 08:00;1.72000002861022;1.000000000000000;201;101;3;22;18;6;1
1957;17/01/18 08:00;;0.699999988079071;113;72;1;19;;5;2
1958;17/01/18 08:00;1.37000000476837;0.500000000000000;70;61;1;17;14;5;3
1959;17/01/18 08:00;1.60000002384185;;264;105;;31;;;4
1960;17/01/18 08:00;;0.800000011920929;172;94;1;28;22;;5
1961;17/01/18 09:00;1.69000005722045;1.700000047683710;235;112;3;26;21;7;1
1962;17/01/18 09:00;;0.600000023841857;123;74;1;23;;6;2
1963;17/01/18 09:00;1.55999994277954;0.699999988079071;145;77;1;31;25;7;3
1964;17/01/18 09:00;1.51999998092651;;281;101;;44;;;4
1965;17/01/18 09:00;;0.699999988079071;186;100;1;36;27;;5
1966;17/01/18 10:00;1.63999998569488;1.299999952316280;250;114;4;31;24;6;1
1967;17/01/18 10:00;;0.600000023841857;97;65;2;24;;6;2
1968;17/01/18 10:00;1.49000000953674;0.600000023841857;116;60;1;31;23;7;3
1969;17/01/18 10:00;1.50000000000000;;354;131;;47;;;4
1970;17/01/18 10:00;;0.600000023841857;119;81;2;31;24;;5
1971;17/01/18 11:00;1.79999995231628;0.699999988079071;111;79;8;25;18;6;1
1972;17/01/18 11:00;;0.699999988079071;131;73;4;27;;7;2
1973;17/01/18 11:00;1.49000000953674;;;;;31;25;6;3
1974;17/01/18 11:00;1.87000000476837;;175;109;;55;;;4
1975;17/01/18 11:00;;0.500000000000000;93;75;6;27;19;;5
1976;17/01/18 12:00;1.66999995708465;0.500000000000000;83;72;13;15;8;6;1
1977;17/01/18 12:00;;;;;10;33;;;2
1978;17/01/18 12:00;1.50000000000000;0.500000000000000;88;66;6;32;25;8;3
1979;17/01/18 12:00;1.60000002384185;;135;95;;63;;;4
1980;17/01/18 12:00;;0.400000005960464;95;74;10;31;20;;5
1981;17/01/18 13:00;1.92999994754791;0.500000000000000;88;74;14;19;11;6;1
1982;17/01/18 13:00;;0.300000011920928;28;42;26;24;;5;2
1983;17/01/18 13:00;1.36000001430511;0.300000011920928;27;42;22;27;19;5;3
1984;17/01/18 13:00;1.39999997615814;;84;85;;59;;;4
1985;17/01/18 13:00;;0.300000011920928;37;48;24;;;;5
1986;17/01/18 14:00;1.75000000000000;0.600000023841857;74;76;18;25;16;8;1
1987;17/01/18 14:00;;0.400000005960464;38;55;22;23;;6;2
1988;17/01/18 14:00;1.34000003337860;0.300000011920928;29;48;24;22;15;6;3
1989;17/01/18 14:00;1.26999998092651;;22;44;;36;;;4
1990;17/01/18 14:00;;0.400000005960464;54;65;21;;;;5
1991;17/01/18 15:00;1.62999999523162;0.699999988079071;76;88;17;23;16;10;1
1992;17/01/18 15:00;;0.400000005960464;36;61;23;26;;7;2
1993;17/01/18 15:00;1.26999998092651;0.300000011920928;18;38;33;24;16;6;3
1994;17/01/18 15:00;1.23000001907348;;17;41;;20;;;4
1995;17/01/18 15:00;;0.500000000000000;57;75;19;29;16;;5
1996;17/01/18 16:00;1.57000005245208;0.600000023841857;53;83;21;28;20;12;1
1997;17/01/18 16:00;;0.400000005960464;17;47;36;23;;5;2
1998;17/01/18 16:00;1.21000003814697;0.200000002980232;7;26;49;16;11;5;3
1999;17/01/18 16:00;1.24000000953674;;18;47;;24;;;4
2000;17/01/18 16:00;;0.400000005960464;38;69;25;30;17;;5
2001;17/01/18 17:00;1.49000000953674;0.600000023841857;54;87;15;22;15;14;1
2002;17/01/18 17:00;;0.400000005960464;18;56;30;18;;4;2
2003;17/01/18 17:00;1.20000004768371;0.300000011920928;10;39;37;14;9;5;3
2004;17/01/18 17:00;1.17999994754791;;10;36;;18;;;4
2005;17/01/18 17:00;;0.400000005960464;38;73;24;21;11;;5
2006;17/01/18 18:00;1.42999994754791;0.500000000000000;36;83;17;19;13;12;1
2007;17/01/18 18:00;;0.500000000000000;31;80;10;24;;5;2
2008;17/01/18 18:00;1.14999997615814;0.300000011920928;8;56;21;15;8;6;3
2009;17/01/18 18:00;1.16999995708465;;8;39;;14;;;4
2010;17/01/18 18:00;;0.500000000000000;65;98;9;32;21;;5
2011;17/01/18 19:00;1.42999994754791;0.600000023841857;44;96;9;13;8;12;1
2012;17/01/18 19:00;;0.400000005960464;13;74;13;21;;4;2
2013;17/01/18 19:00;1.12000000476837;0.400000005960464;3;72;8;12;6;8;3
2014;17/01/18 19:00;1.19000005722045;;28;81;;15;;;4
2015;17/01/18 19:00;;0.699999988079071;89;116;3;28;17;;5
2016;17/01/18 20:00;1.44000005722045;0.600000023841857;48;98;8;12;6;12;1
2017;17/01/18 20:00;;0.400000005960464;9;68;18;14;;4;2
2018;17/01/18 20:00;1.12000000476837;0.300000011920928;2;63;14;14;8;6;3
2019;17/01/18 20:00;1.22000002861022;;66;106;;18;;;4
2020;17/01/18 20:00;;0.600000023841857;74;114;3;23;13;;5
2021;17/01/18 21:00;1.47000002861022;0.699999988079071;77;110;4;13;7;13;1
2022;17/01/18 21:00;;0.600000023841857;41;98;2;15;;5;2
2023;17/01/18 21:00;1.11000001430511;0.300000011920928;1;54;20;12;8;5;3
2024;17/01/18 21:00;1.22000002861022;;100;111;;23;;;4
2025;17/01/18 21:00;;0.800000011920929;103;124;1;22;12;;5
2026;17/01/18 22:00;1.46000003814697;0.699999988079071;48;97;6;14;8;11;1
2027;17/01/18 22:00;;0.500000000000000;27;90;2;16;;5;2
2028;17/01/18 22:00;1.11000001430511;0.300000011920928;1;59;11;11;6;4;3
2029;17/01/18 22:00;1.22000002861022;;94;105;;25;;;4
2030;17/01/18 22:00;;0.899999976158142;101;118;1;35;21;;5
2031;17/01/18 23:00;1.47000002861022;0.600000023841857;27;83;10;12;7;10;1
2032;17/01/18 23:00;;0.699999988079071;69;96;1;20;;5;2
2033;17/01/18 23:00;1.12000000476837;0.300000011920928;9;70;1;11;5;4;3
2034;17/01/18 23:00;1.22000002861022;;56;93;;26;;;4
2035;17/01/18 23:00;;0.899999976158142;127;118;1;35;19;;5
2036;18/01/18 00:00;1.46000003814697;0.500000000000000;26;76;13;17;13;8;1
2037;18/01/18 00:00;;0.800000011920929;91;87;1;22;;6;2
2038;18/01/18 00:00;1.12999999523162;0.400000005960464;10;65;1;17;11;4;3
2039;18/01/18 00:00;1.23000001907348;;25;78;;18;;;4
2040;18/01/18 00:00;;1.000000000000000;187;128;1;50;27;;5
2041;18/01/18 01:00;1.44000005722045;0.400000005960464;12;56;22;9;6;6;1
2042;18/01/18 01:00;;0.500000000000000;54;67;1;20;;5;2
2043;18/01/18 01:00;1.15999996662139;0.300000011920928;21;51;1;12;8;4;3
2044;18/01/18 01:00;1.23000001907348;;59;80;;17;;;4
2045;18/01/18 01:00;;0.500000000000000;59;77;1;44;25;;5
2046;18/01/18 02:00;1.44000005722045;0.400000005960464;6;50;22;5;2;6;1
2047;18/01/18 02:00;;0.400000005960464;35;50;1;15;;3;2
2048;18/01/18 02:00;1.14999997615814;0.300000011920928;13;43;1;15;11;4;3
2049;18/01/18 02:00;1.25999999046325;;37;61;;14;;;4
2050;18/01/18 02:00;;0.400000005960464;44;63;1;21;14;;5
2051;18/01/18 03:00;1.42999994754791;0.300000011920928;3;34;33;4;2;5;1
2052;18/01/18 03:00;;0.300000011920928;24;44;1;12;;3;2
2053;18/01/18 03:00;1.15999996662139;0.300000011920928;5;33;1;13;11;3;3
2054;18/01/18 03:00;1.26999998092651;;1;32;;11;;;4
2055;18/01/18 03:00;;0.300000011920928;25;47;1;19;14;;5
2056;18/01/18 04:00;1.41999995708465;0.300000011920928;2;27;37;5;3;5;1
2057;18/01/18 04:00;;0.300000011920928;11;40;2;15;;3;2
2058;18/01/18 04:00;1.15999996662139;0.300000011920928;8;30;1;10;8;3;3
2059;18/01/18 04:00;1.30999994277954;;1;33;;9;;;4
2060;18/01/18 04:00;;0.300000011920928;12;42;1;12;8;;5
2061;18/01/18 05:00;1.44000005722045;0.200000002980232;2;27;37;5;3;5;1
2062;18/01/18 05:00;;0.300000011920928;10;38;4;11;;2;2
2063;18/01/18 05:00;1.19000005722045;0.300000011920928;4;24;3;12;9;3;3
2064;18/01/18 05:00;1.34000003337860;;2;37;;6;;;4
2065;18/01/18 05:00;;0.300000011920928;16;41;2;13;9;;5
2066;18/01/18 06:00;1.45000004768371;0.200000002980232;4;33;32;6;4;4;1
2067;18/01/18 06:00;;0.300000011920928;9;36;5;8;;2;2
2068;18/01/18 06:00;1.20000004768371;0.300000011920928;2;21;2;9;6;3;3
2069;18/01/18 06:00;1.26999998092651;;4;38;;7;;;4
2070;18/01/18 06:00;;0.300000011920928;23;41;2;15;11;;5
2071;18/01/18 07:00;1.46000003814697;0.300000011920928;9;54;20;6;4;5;1
2072;18/01/18 07:00;;0.300000011920928;18;38;4;10;;2;2
2073;18/01/18 07:00;1.30999994277954;0.200000002980232;2;17;4;8;6;3;3
2074;18/01/18 07:00;1.32000005245208;;25;59;;5;;;4
2075;18/01/18 07:00;;0.400000005960464;53;52;1;14;11;;5
